parentid,childid,body,category
9359,2,石油や液化天然ガスの価格や為替変動などを反映する同制度に基づくと同820円の値上がりとなる計算だったが、公共料金の大幅上昇を避けたい政府の意向を受け、「特別措置」として値上がり幅を半分に抑えた,00001000000
9375,1,エコノミストの間では今後、日銀の金融政策運営に大きな影響を与える消費者物価指数（生鮮食品を除くコアCPI）上昇率の伸びが鈍化し、早ければ10月分の全国コアCPIから前年比伸び率が2％を割り、来年半ばにはマイナスに転じるとの見通しが急浮上している,00001000000
9375,6,すでに日銀が発表した9月分の企業物価指数や企業向けサービス価格指数からも上昇率の鈍化が確認されている,00001000000
9563,7,10月の消費者信頼感指数が過去最低に落ち込むなか、GMとフォードの株価は同月にそれぞれ58年ぶり、四半世紀以上ぶりの安値に下落した,00101000000
9569,6,インドの消費者信頼感指数は114,00001000000
9569,8,韓国の消費者信頼感指数は36で、上期の50から大幅に低下した,00001000000
9620,0,全米リアルター協会（NAR）が7日発表した9月の住宅販売保留指数は、与信の厳格化を背景に前月比4.6％低下の89.2となった,10001000000
9625,0,ロイターのエコノミスト調査によると、10月の中国の消費者物価指数（CPI）と生産者物価指数（PPI）はともに前月から上昇率が鈍化したとみられている,00001000000
9646,0,中国国家統計局の首席エコノミストであるYao Jingyuan氏は、同国の消費者物価指数（CPI）上昇率について、過去5カ月間に続き、第4四半期も一段と低下するとの見通しを示した,00001000000
9647,9,豪S&P／ASX200指数は、資源株の値上がりを受けて2.4％上昇している,00001000000
9669,0,中国国家統計局が11日発表した10月の中国の消費者物価指数（CPI）は前年同月比4.0％の上昇だった,00001000000
9676,0,中国国家統計局が11日発表した10月の中国の消費者物価指数（CPI）は前年同月比4.0％の上昇だった,00001000000
9683,0,中国国家統計局が11日発表した10月の中国の消費者物価指数（CPI）は前年同月比4.0％の上昇だった,00001000000
9683,4,●食品価格の伸び減速が最大要因、11月は3％に鈍化も＜Guotai Junan証券（上海）のアナリスト、JIANG CHAO氏＞10月の消費者物価指数（CPI）上昇率は、われわれの予想の4.1％とほぼ一致した,00001000000
9709,10,「物価見通し」については、日ごろ購入するものについて、今後1年間の物価上昇率について聞いている,00001000000
9739,0,日銀が13日に発表した10月の企業物価指数（CGPI）速報によると、国内企業物価指数（2005年＝100.0）は109.8、前年比4.8％上昇となり、9月の同6.8％上昇から伸びが鈍化した,00001000000
9786,14,米経済指標に関しては鉱工業生産（17日）、消費者物価指数、住宅着工件数、実質所得（いずれも19日）などが注目されそうだ,10001000000
9792,7,10月の米小売売上高が過去最大の減少となり、11月のミシガン大消費者信頼感指数が依然として低い水準にとどまるなか、ドルは依然として選好された,00001000000
9812,0,17日に始まる週の米株式市場では、企業決算や卸売物価指数（PPI）、消費者物価指数（CPI）などの経済指標の発表で景気減速の長期化が示される可能性が高いことから、3週連続の下げ相場となることが予想されている,10001000000
9926,18,今期に見込む700億円の支払備金でカバーされない1756億円は「十分に精査した」（大岩常務）としているが、今後のCDOの価格動向によっては、追加計上の可能性も出ている,00001000000
10011,1,10月の消費者物価指数（CPI）が過去最大の低下率となりデフレリスクが高まるなか、斬新な金融政策をとるとの予想もでてきた,00001000000
10117,2,主要10都市圏の価格動向を示す指数は前月比1.9％低下、前年比ではマイナス18.6％と過去最大の低下率となった,00001000000
10117,9,9月の主要10都市圏の価格動向を示す指数はピーク時から23.4％低下,00001000000
10237,13,ガソリン価格はさらに値下がりしており、11月以降は想定以上に下がっていく可能性がありそうだ」とみている,00001000000
10475,6,欧州連合基準の消費者物価指数（HICP）は09年が1.1─1.7％、中間値1.4％とした,00001000000
10535,6,●10日に西村日銀副総裁が都内で講演日銀の西村清彦副総裁が10日「金融リテール戦略2008」カンファレンスで講演を行う,00001000000
10601,3,10月の中国の消費者物価指数（CPI）上昇率は前年同月比4.0％と、今年2月に記録したほぼ12年ぶりの高水準8.7％を大きく下回った,00001000000
10624,8,アナリストは、原油価格の値下がりもドイツ経済の下支えになったとした,00001000001
10625,0,全米リアルター協会（NAR）が9日発表した10月の住宅販売保留指数は、前月比0.7％低下の88.9となった,10001000000
10631,9,「先進国の景気後退や、輸出信用が枯渇し輸出保険が値上がりしていることを背景に、途上国の輸出機会は急速に減少する」との見通しを示した,00001000000
10633,0,全米リアルター協会（NAR）が9日発表した10月の住宅販売保留指数は、前月比0.7％低下の88.9となった,10001000000
10633,4,バークレイズキャピタルのエコノミスト、ザックパンドル氏は、住宅販売保留指数が過去9カ月間にわたり大きく振れる中で上昇傾向にあり、最低水準から7.1％上昇したと指摘,10001000000
10638,0,日銀が10日午前8時50分に発表した11月の企業物価指数（CGPI）速報によると、国内企業物価指数（2005年＝100.0）は前年比2.8％上昇となり、10月の同5.0％上昇（確報）から伸びが鈍化した,00001000000
10642,0,日銀が10日発表した11月の企業物価指数（CGPI）速報によると、国内企業物価指数（2005年＝100.0）は前年比2.8％上昇となり、10月の同5.0％上昇（確報）から大幅に伸びが鈍化した,00001000000
10657,0,ロイターが来年の米株式市場の見通しについてアナリストを調査したところ、オバマ次期政権の景気対策で一段の景気悪化を回避できれば、10％前後の値上がりが期待できるとの見方が多かった,00001000000
10702,0,中国国家統計局が11日発表した11月の中国の消費者物価指数（CPI）は前年同月比2.4％の上昇だった,00001000000
10708,0,中国国家統計局が11日発表した11月の中国の消費者物価指数（CPI）は前年同月比2.4％の上昇,00001000000
10720,0,今年7月に1バレル＝147ドルと空前の水準に値上がりした原油相場は、5カ月余りで100ドル以上の幅で値下がりした,00001000000
10720,3,この間、値上がりは原油需給の基礎的条件を反映していないことを一貫して主張した石井彰氏にインタビューした,00001000000
10720,14,今年の年頭に100ドルくらいになったが、需要が弱いのに（7月までに）約5割も値上がりしたのはバブル以外の何ものでもない,00001000000
10753,4,そのうえで「原油価格の記録的な値下がりが自動車利用者の安心感につながり、実質的に4400億ドルの減税効果をもたらした,00001000001
10768,10,「物価見通し」については、日ごろ購入するものについて、今後1年間の物価上昇率について聞いている,00001000000
10866,7,景気低迷でインフレ圧力は引き続き抑制される可能性が高いとし、09年の消費者物価指数（CPI）の伸びは総合指数が0.2％、コア指数も1.7％へ減速するとしている,00001000000
10891,3,11月の消費者物価指数（CPI）上昇率は前年比2.4％と22カ月ぶりの低水準となった,00001000000
10904,0,イングランド銀行（英中銀）のキング総裁は16日、政府への報告書で消費者物価指数（CPI）上昇率が来年は1％を下回る水準に低下する可能性があると指摘した,00001000000
11001,11,米モゲージ市場では、住宅の差し押さえから住宅ローン債権のデフォルトといった事態が拡大を続けており、この結果として米投資銀や商業銀の保有金融資産の値下がり、金融セクターから実体経済へのマイナス効果の波及という悪循環が起きている,00001000000
11033,0,共に第4四半期は赤字決算となったゴールドマンサックス(GS.N)とモルガンスタンレー(MS.N)同様、シティグループでも投資資産の値下がりによる損失が拡大するとしている,00001000000
11081,13,クリスマス前の23日は米国の住宅関連の経済指標、国内では26日は消費者物価指数、家計調査、労働力調査、鉱工業生産速報など月末恒例の重要経済指標が発表されるが、イベントとしての注目度は低い,00001000000
11106,2,グローバルデフレへの懸念を背景に消費者物価指数（コアCPI）のマイナス突入は避けられそうにないとの見方が広がっており、48人中21人が09年4―6月にマイナスに転じると予想した,00001000000
11138,1,クリスマス休暇を控え薄商いとなる中、医薬品株が下落し相場を押し下げたほか、原油価格の値下がりが石油株を圧迫した,00001000001
11156,0,23日発表された米国の各経済指標では、ガソリン価格の下落で消費者信頼感指数が若干改善したものの、11月の中古住宅販売戸数が過去最大の減少となるなど、景気後退（リセッション）の加速が示される内容となった,00001000000
11167,8,原油価格の下落などの影響で消費者物価指数（CPI）がマイナスに転じることも考えられ、「景気後退と物価下落でデフレスパイラルの可能性がある」（三菱UFJ証券チーフ債券ストレテジスト、石井純氏）との声が出ている,00001000001
11187,1,朝方発表された一連の経済指標は弱かったものの懸念されたほど悪化せず、原油の値下がりや押し目買いで航空小売株などが買われた,00001000001
11187,11,原油の値下がりを好感し航空のUSエアウェイズLCC.Nが5.7％高、ジェットブルーエアウェイズ(JBLU.O)は5.4％高,00001000001
11188,0,一方、インフレ調整後の支出は、ガソリンや衣料などの価格が値下がりするなか0.6％増と5月以来の増加となった,00001000000
11244,4,百貨店のメーシーズ (M.N)は2.8％、ディラーズ(DDS.N)は9.7％、それぞれ値下がりしている,00001000000
11326,10,通年で値上がりしたダウ銘柄は小売りのウォルマートストアーズ(WMT.N)とファストフードのマクドナルド(MCD.N)の2銘柄のみ,00001000000
11327,1,通年では金融危機で安全資産としてのドルが買われ、ユーロを含む主要通貨バスケットに対して2005年以来の値上がりとなった,00001000000
11327,8,通年では約4.5％下落し、2005年以来の値下がりに転じた,00001000000
11399,1,利益確定売りが圧迫したほか、携帯電話機販売の減速に対する懸念を背景に大手通信会社が値下がりした,00001000000
11405,1,上海証券報に掲載された調査報告によると、調査局はまた、09年の消費者物価指数（CPI）上昇率についても08年の約6％から3％を下回る水準に低下すると予想している,00001000000
11420,8,日銀は展望リポートで消費者物価指数（除く生鮮食品）の前年比は「徐々に低下していく」との見通しを示し、09年度は前年比横ばい（0.0％）まで下がると見込んでいたが、予想を超える原油価格の下落と需給ギャップの悪化で、再びマイナスに陥る可能性も否定できないとみている,00001000001
11479,10,米連邦準備理事会が量的緩和の導入を検討していることが議事録から明らかとなったが、白川総裁は量的緩和やゼロ金利解除の影響について「利上げ後の金利水準は0.5％であり、潜在成長率や物価上昇率との関係からみて極めて低い金利水準となっており、金融の緩和的な環境は維持された」と述べた,00001000000
11513,0,米連邦準備理事会（FRB）が発表した11月の消費者信用残高は、前月比79億4000万ドル減と1943年1月の統計開始以来最大の減少幅となった,00001000000
11516,4,マイクロソフト(MSFT.O)やアップル(AAPL.O)など、7日に大きく値下がりしていた銘柄は買われ、ナスダックの上げを支援した,00001000000
11529,5,総裁は「エネルギー価格は大幅に下落し、ガソリン価格や暖房費はかなり値下がりした,00001000000
11530,5,総裁は「エネルギー価格は大幅に下落し、ガソリン価格や暖房費はかなり値下がりした,00001000000
11546,1,金融政策に影響する消費者物価指数（CPI）のほか貿易収支、小売売上高など米国発の経済指標が材料視される見通し,10001100000
11563,9,消費者物価指数（CPI）のほか貿易収支、小売売上高など米国発の経済指標が材料視される見通し,10001100000
11645,2,一方、米当局による政策対応への期待から金融株は値上がりした,00001000000
11645,4,原油の値上がりを受けてエネルギー株が上昇したほか、増益への期待からバイオテクノロジー関連に買いが入った,00001000001
11646,6,原油の値上がりを受けてエネルギー株が上昇したほか、増益への期待からバイオテクノロジー関連に買いが入った,00001000001
11709,0,日銀が15日午前8時50分に発表した12月の企業物価指数（CGPI）速報によると、国内企業物価指数（2005年＝100.0）は前年比1.1％上昇となり、11月の同2.8％上昇（確報）から伸びが鈍化した,00001000000
11720,0,日銀が15日発表した12月の企業物価指数（CGPI）速報によると、国内企業物価指数（2005年＝100.0）は前年比1.1％上昇となり、2004年5月（同0.9％上昇）以来の低い伸び率を記録した,00001000000
11726,0,日銀が15日発表した2008年12月の企業物価指数（CGPI）速報によると、国内企業物価指数（2005年＝100.0）は前年比1.1％上昇となり、2004年5月（同0.9％上昇）以来の低い伸び率を記録した,00001000000
11878,15,ロイズTSBLLOYは33％超値下がりした,00001000000
11934,1,総裁は講演原稿で、今年の英経済について、ポンド安や原油の値下がり、大規模な財政金融緩和が下支えになるとの見方を示した上で、「金融セクターの問題を考慮すれば、09年は誰もにとって困難な年になる,00001000001
11982,1,ダウは3％強、ナスダックやS&Pはそれぞれ4％強の値上がり,00101000000
12081,1,業績見通しへの失望感からゼネラルエレクトリック（GE）(GE.N)が値下がりしたことが打撃となった,00001000000
12150,7,「ハイブリッド証券の価格動向次第では、投資判断の大幅な引き上げや引き下げの可能性がある」という,00001000000
12163,3,少なくとも当面は値下がりが続くとの見方から買い控えられてきた住宅だが、価格が大幅に下落したことから、西部を中心に住宅購入が賃貸より安くつく状況に変わりつつある,00001000000
12190,2,主要10都市圏の価格動向を示す指数は前月比2.2％低下,00001000000
12192,4,主要20都市圏の価格動向を示す指数はピーク時からおそらく25.2％低下しているだろう,00001000000
12193,2,主要10都市圏の価格動向を示す指数は前月比2.2％低下,00001000000
12235,12,デジタルカメラの価格動向について大澤常務は「コンパクトが15％くらい、一眼レフが10％くらい（平均単価が）下がってくるのではないか」と述べた,00001000000
12254,1,原材料価格の大幅な値下がりの影響を急速な鈍化の理由に挙げた,00001000000
12506,2,また、12月の住宅販売保留指数が予想外に上昇したことで、景気への懸念が後退した,10001000000
12670,9,13日発表の2月の米ミシガン大消費者信頼感指数などの経済指標は、景気の弱さを裏付ける内容となる見通し,00001000000
12697,10,家計、企業、雇用ともに改善し、景気や雇用に対する先行き不安の一方で、一部の商品の値下がりや住宅ローン減税などへの期待感などが出ていた,00001000000
12738,0,中国国家統計局が10日発表した1月の中国の消費者物価指数（CPI）は前年同月比1.0％の上昇となり、昨年12月の1.2％上昇から鈍化した,00001000000
12750,3,あおぞらは、負の遺産を除去するため、米金融会社GMAC関連投資やCDO（債務担保証券）、ETF（上場投資信託）などの値下がりから発生した損失の処理を、09年3月末までに「おおむね完了」する,00001000000
12750,5,09年3月期決算では、GMAC関連投資で364億円、CDO関連投資で90億円、ヘッジファンド投資関連で460億円、ETF投資関連損失で307億円の損失処理を行うなど、投資先の金融商品の値下がりによる損失が膨らむ,00001000000
12788,3,この日の取引は値動きの荒い展開となり、一時は原油安やハイテク株の値下がりに押されて下落していたが、終盤になって景気対策法案の合意を支援材料に上昇した,00001000000
12803,0,日銀が12日午前8時50分に発表した1月の企業物価指数（CGPI）速報によると、国内企業物価指数（2005年＝100.0）は前年比0.2％低下となり、2008年12月の同1.1％上昇（確報）からマイナス圏に転じた,00001000000
12805,0,日銀が12日発表した1月の企業物価指数は、前年比0.2％低下となり、2003年12月以来のマイナス圏に転じた,00001000000
12805,7,●今夏にかけて前年比下落率は拡大の可能性＜野村証券金融経済研究所チーフエコノミスト木内登英氏＞1月の企業物価指数は市場予想を下回った,00001000000
12805,10,今後も商品市況が足下の低水準に留まれば、2009年夏にかけて、企業物価指数の前年同月比下落率は拡大傾向をたどると予想される,00001000000
12923,8,1月の消費者物価指数（CPI）は前年同月比1.0％の上昇となり、CPIは早ければ2月にもマイナスに転じる可能性がある,00001000000
12964,2,金属原油価格の下落を受けてコモディティ（商品）株が値下がりしたほか、資本水準をめぐる懸念で保険株も売られた,00001000000
13148,12,27日には消費者物価指数（CPI）のほか、完全失業率、有効求人倍率、家計調査、鉱工業生産速報などの経済指標が予定されている,00001000000
13159,2,バンクオブアメリカ（バンカメ）(BAC.N)は一時約14％、ウェルズファーゴ(WFC.N)は10％強、JPモルガン(JPM.N)は3％強、それぞれ値下がりした,00001000000
13161,2,国有化をめぐるうわさでこの日米銀行株価は大きく値下がりし、シティグループは一時、前日比約21％安の1.97ドルをつけた,00001000000
13162,0,米労働省が20日発表した1月の消費者物価指数（CPI）は、総合指数が前月比0.3％上昇した,00001000000
13290,4,主要10都市圏の価格動向を示す指数は前月比2.3％低下,00001000000
13549,11,物価上昇率や経済活動の今後1─2年の見通しを考えれば、こうした傾向は全く正当化できると考えている」と述べた,00001000000
13671,6,欧州連合基準の消費者物価指数（HICP）は、09年がプラス0.1％─0.7％、中間値が0.4％,00001000000
13679,6,ガソリン価格の値下がりで家計に余裕ができたことが売上高増につながったと説明した,00001000000
13732,17,12日には中国の消費者物価指数（CPI）が発表される,00001000000
13795,0,中国国家統計局が10日発表した2月の中国の消費者物価指数（CPI）は前年同月比1.6％の低下となり、1月の同1.0％上昇からマイナスに転じた,00001000000
13803,20,人々は、再び値上がりする可能性があることも知っており、今でも一部で影響が残っている」と語った,00001000000
13824,1,株価指数は軒並み5％を超える値上がりとなった,00001000000
13825,1,株価指数は軒並み5％を超える値上がりとなった,00001000000
13849,6,また、2月の特徴について、過去の原材料価格の値下がりがラグを伴って川下に波及してきた点などを挙げた,00001000000
13921,1,指数は軒並み3％を超える値上がりとなった,00001000000
13922,1,指数は軒並み3％を超える値上がりとなった,00001000000
13951,11,「物価見通し」については、日ごろ購入するものについて、今後1年間の物価上昇率について聞いている,00001000000
14010,12,予想外の上昇となった3月米ミシガン大消費者信頼感指数などマクロ指標でいくつか改善の兆しが出ていることに加え、米大手銀行のトップが1─2月が黒字になったと相次いで発言したことで、金融への不安がいったん後退している,00001000000
14040,0,2008年のノーベル経済学賞を受賞した著名エコノミスト、ポールクルーグマン氏は16日、米国は今後2年間にわたり著しいデフレリスクに直面する一方、欧州も消費者物価指数（CPI）伸び率が長期間マイナスとなる可能性がある、との見解を示した,00001000000
14047,5,この1年半は特に値下がりが激しく、価格は約10分の1に急降下,00001000000
14059,4,一方で、「不合理な（株価の）値下がりがあった時に何もしないかということまでは考えていない」とも語り、不測の事態に備えた対応策の検討は必要との認識も示している,00101000000
14106,16,3月のミシガン大消費者信頼感指数の速報値は予想外に上昇しており、ファンダメンタルズは1月に底打ちしたのかを見極める上でも、3月の経済指標動向に注目している」と述べた,00001000000
14217,17,WTIなどの軽質油に比べ、精製コストがかかるため、需要が増大する際には、軽質油の上昇を追いかけるかたちで値上がりするパターンが多かった,00001000000
14421,0,ドイツ連邦統計庁が発表した3月の消費者物価指数（CPI）速報値は、前月比0.1％低下した,00001000000
14421,3,欧州連合（EU）基準の消費者物価指数（HICP）は、前月比0.2％低下、前年比0.4％上昇,00001000000
14441,9,この他、1日には2月の住宅販売保留指数や3月のADP全米雇用報告、ISM製造業景気指数、31日には3月のシカゴ地区購買部協会景気指数や1月のS&Pケースシラー米住宅価格指数、3月の消費者信頼感指数が発表される,10001000000
14462,6,シティグループ(BAC.N)とバンクオブアメリカ(BAC.N)の株価は、過去3週間で倍以上に値上がりした,00101000000
14518,3,消費者物価指数（CPI総合）は、09年は前年比マイナス1.2％に大幅下落し、2010年もマイナス1.3％と物価下落が継続する見通し,00001000000
14528,4,主要10都市圏の価格動向を示す指数は前月比2.5％低下,00001000000
14528,7,06年第2四半期のピーク時からは10都市圏の価格動向を示す指数が30.2％、20都市圏の指数は29.1％、それぞれ低下した,00001000000
14529,4,主要10都市圏の価格動向を示す指数は前月比2.5％低下,00001000000
14529,7,06年第2四半期のピーク時からは10都市圏の価格動向を示す指数が30.2％、20都市圏の指数は29.1％、それぞれ低下した,00001000000
14532,0,米大手民間調査機関のコンファレンスボード（CB）が31日発表した3月の消費者信頼感指数は26.0と、前月の25.3から小幅上昇した,00001000000
14564,5,国際商品市況の下落に伴い、ガソリン価格が値下がりしていることなどが背景にあるとみられる,00001000000
14567,0,オリックス(8591.T)の梁瀬行雄社長は1日、ロイターとのインタビューで、不動産事業は引き続き中核を担うとした上で、金融危機の影響で値下がりが著しい不動産などを対象に今後数千億円規模の投資を実施していく方針を明らかにした,00001000000
14567,5,梁瀬社長は、ファイナンス機能も持ち自前で展開する不動産部門は引き続き同社の主力を担うとした上で「国内の不動産市場は相当に値下がりしている,00001000000
14669,1,ダウ平均は4週連続で値上がりし1933年以来の好成績となった,00001000000
14951,0,日銀が発表した3月の企業物価指数（CGPI）速報では、国内企業物価指数（2005年＝100.0）が前年比2.2％低下となり、3カ月連続のマイナスとなった,00001000000
14952,0,日銀が発表した3月の企業物価指数（CGPI）速報では、国内企業物価指数（2005年＝100.0）が前年比2.2％低下となり、2月の1.6％低下に続き3カ月連続のマイナスとなった,00001000000
15181,1,4月の米ミシガン大消費者信頼感指数が改善したことや、ゼネラルエレクトリック（GE）(GE.N)やシティグループ(C.N)の決算が予想ほど悪化しなかったことを好感した,00001000000
15198,4,米国株式市場は4月の米ミシガン大消費者信頼感指数が改善したことや、ゼネラルエレクトリック（GE）(GE.N)やシティグループ(C.N)の決算が予想ほど悪化しなかったことを好感、小幅続伸した,00001000000
15306,2,また同副総裁は、09年の消費者物価指数（CPI）が上昇することを期待していると述べた,00001000000
15504,9,米国株式市場中盤の取引で、豚肉生産のスミスフィールドフーズSFD.Nは約12％、食肉生産大手タイソンフーズ(TSN.N)は約10％、ホーメルフーズ(HRL.N)は約2％、それぞれ値下がりした,00001000000
15519,5,業種別にみると、燃料小売業が石油製品の値下がりの影響で16.4％と大幅減少、自動車小売業は普通乗用車、小型車ともに不調で6.3％の減少、そのほか各種商品小売業、織物衣服身の回り品小売業、機械器具小売業などが押し下げに寄与した,00001000000
15555,3,20都市圏の価格動向を示す指数は、前月比の落ち込みがロイターのまとめたエコノミスト予想と比べ若干大きかったものの、前年比では予想よりも小幅な低下となった,00001000000
15555,4,主要10都市圏の価格動向を示す指数は前月比2.1％低下,00001000000
15556,0,米大手民間調査機関のコンファレンスボード（CB）が28日発表した4月の消費者信頼感指数は39.2と、2008年11月以降の最高水準となった,00001000000
15635,5,一方、消費者物価指数（除く生鮮食品）予測の中央値は2009年度が前年度比マイナス1.5％、2010年度は同マイナス1.0％と、いずれも1月時点の予測（同マイナス1.1％、同マイナス0.4％）からマイナス幅が拡大した,00001000000
15635,6,各政策委員が中長期的にみて物価が安定していると理解する物価上昇率「中長期的な物価安定の理解」については、消費者物価指数の前年比0─2％程度、中心値1％程度で、変更はなかった,00001000000
15635,12,また、消費者物価指数（除く生鮮食品）の前年比は、2009年度半ばまでにやや大きく下落した後、2009年度後半以降は下落幅が徐々に縮小していくとの見通しを示した,00001000000
15635,16,物価面では、景気の下振れリスクの顕現化、中長期的なインフレ予想の下振れなど、物価上昇率が想定以上に低下する可能性があるとした,00001000000
15635,17,一方、中長期的には世界経済が回復する過程において、現在の極めて景気刺激的な政策が維持された場合、一次産品価格が予想以上に上振れることなどにより、日本の物価上昇率が想定以上に上昇する可能性もあると言及した,00001000000
15669,0,内閣府は1日、3月の石油製品その他特殊要因除く消費者物価指数（コアコアCPI）が前年同月比プラス0.64％になったとの試算を発表した,00001000000
15675,17,内閣府の試算によれば、3月の石油製品その他特殊要因除く消費者物価指数（コアコアCPI）は前年比で0.64％上昇している,00001000000
15677,10,ただ、与謝野財務相は、原料資源価格の下落や為替の影響、消費が減退していることなど物価下落にはいろんな要因があると述べ、「大きくデフレの方に経済が振れたと消費者物価指数で判断するのは早計だ」と語った,00001000000
15741,0,全米リアルター協会（NAR）が4日発表した3月の住宅販売保留指数は2カ月連続で上昇し、住宅市場の底打ちは近いとの見方を支援する内容となった,10001000000
15756,3,欧州中央銀行（ECB）は、消費者物価指数（CPI）を前年比で2％をわずかに下回る水準まで引き上げたい、としている,00001000000
15761,7,バンクオブニューヨークメロンの通貨シニアストラテジスト、マイケルウールフォーク氏は「米株が幾分値下がりし、ドルは若干値を戻した」と述べた,00001000000
15920,7,中国で11日の発表予定は生産者物価指数（PPI）と消費者物価指数（CPI）,00001000000
15937,0,中国国家統計局が11日発表した4月の中国の消費者物価指数（CPI）は前年同月比1.5％の低下となり、3カ月連続で低下した,00001000000
15944,0,中国国家統計局が11日発表した4月の中国の消費者物価指数（CPI）は前年同月比1.5％の低下となり、3カ月連続で低下した,00001000000
15944,3,●近い将来に追加利下げがないこと示す数値＜国泰君安証券（上海）のアナリスト、JIANG CHAO氏＞われわれの見解では、消費者物価指数（CPI）は前年比では2月に既に底を打っている,00001000000
16031,5,原油の値上がりを受けてエネルギー株も買われ、エクソンモービル(XOM.N)は2.2％上昇した,00001000001
16138,0,日銀が15日午前8時50分に発表した4月の企業物価指数（CGPI）速報によると、国内企業物価指数（2005年＝100.0）は前年比3.8％低下となり、4カ月連続のマイナスとなった,00001000000
16143,0,日銀が15日発表した4月の企業物価指数（CGPI）速報によると、国内企業物価指数（2005年＝100.0）は前年比3.8％低下となり、4カ月連続のマイナスとなった,00001000000
16186,2,消費者物価指数（CPI）やミシガン大消費者信頼感指数などの経済指標を受けて米国の景気後退は緩和しつつあるとの期待が高まり、株価は序盤に上げたが、上昇を維持することはできなかった,00101000000
16207,3,米国では、4月の消費者物価指数（CPI）が前月比変わらず、鉱工業生産も減少ペースが前月から鈍化しており、景気後退（リセッション）の最悪期を脱したのではないかと指摘する声が出ている,10001000000
16288,0,英国立統計局が19日発表した4月の消費者物価指数（CPI）の上昇率は、前年比2.3％となり、前月の2.9％から鈍化,00001000000
16472,0,25日から始まる週の米国株式市場は、消費者信頼感指数や住宅販売、国内総生産（GDP）などの一連の経済指標によって、ここ数日薄れつつある景気への楽観的な見方が再び高まらなければ、一段と圧迫される可能性がある,10001000000
16564,4,主要10都市圏の価格動向を示す指数は前月比2.1％低下、前年比でもマイナス18.6％となった,00001000000
16566,0,米大手民間調査機関のコンファレンスボード（CB）が26日発表した5月の消費者信頼感指数は54.9と、前週の40.8（上方修正）から上昇した,00001000000
16568,4,主要10都市圏の価格動向を示す指数は前月比2.1％低下、前年比でもマイナス18.6％となった,00001000000
16574,8,米大手民間調査機関のコンファレンスボード（CB）が26日発表した5月の消費者信頼感指数は54.9と、前週の40.8（上方修正）から上昇,00001000000
16598,10,米大手民間調査機関のコンファレンスボード（CB）が26日発表した5月の消費者信頼感指数は54.9と、前週の40.8（上方修正）から上昇,00001000000
16710,12,内閣府によると、4月の石油製品その他特殊要因除く消費者物価指数（コアコアCPI）は、前年比で0.2％上昇と試算している,00001000000
16722,2,世界経済が今年後半に回復するとの期待感や、サウジアラビアによる強気の価格見通しを背景に、原油相場は月初来27％近く上昇している,00001000000
16756,2,商品（コモディティ）価格が値上がりするなか資源関連株が買われ、ドル安を背景にコカコーラ(KO.N)など国際銘柄も堅調だった,00001000000
16756,3,5月米ミシガン大消費者信頼感指数（確報値）が改善し、8カ月ぶりの高水準となったことも市場心理を明るくしたという,00001000000
16865,0,全米リアルター協会（NAR）が2日発表した4月の住宅販売保留指数は前月比6.7％上昇の90.3と予想を大幅に上回り、7年半ぶりの高い伸びを示した,10001000000
16869,4,全米リアルター協会（NAR）が2日に発表した4月の住宅販売保留指数は、前月比で7年半ぶりの高い伸びとなった,10001000000
16870,6,全米リアルター協会（NAR）が2日発表した4月の住宅販売保留指数は前月比6.7％上昇の90.3と予想を大幅に上回り、7年半ぶりの高い伸びを示した,10001000000
16885,5,また、消費者物価指数（CPI）の前年比については「夏場にかけてはマイナス2％強まで大きく下落する」と予想した,00001000000
16901,0,世界のハイテク業界とメディア業界の幹部は先週、サンディエゴ近郊で開催されたカンファレンスでオンラインビジネスの将来性について語り、インターネットをより身近にする新製品を売り込んだ,00001000000
16901,5,デジタル関連情報サイト「All Things Digital」が先週開催したカンファレンスにも参加した同氏は、インターネット上で新たなサービスを立ち上げた新興企業にとっては、収益化を考えるよりも、まずはユーザー獲得に注力するのが理にかなっていると指摘,00001000000
16901,10, カンファレンスで公演したNBCユニバーサルのジェフザッカー社長は、テレビ番組のインターネット配信に注力しているとし、フェースブックなどソーシャルネットワーキングサイト経由でのコンテンツ配信も可能性としてあり得ると述べた,00001000000
17016,4,消費者心理と購買意欲の手掛かりとして、小売売上高や消費者信頼感指数にも注目が集まる,10001010000
17016,8,最近の一貫した原油の値上がりは懸念を生み始めており、原油高による消費者への圧迫が景気回復を遅らせるとの声も一部で聞かれる,10001000001
17074,3,消費者物価指数（CPI）については、09年第4四半期に前年同期比0.5％低下した後、10年は1.6％上昇するとの予測が示された,00001000000
17089,0,景気回復への期待を背景に商品価格が値上がりしているが、アナリストの間では、現在の商品高にはファンダメンタルズ面の裏付けはなく、商品バブルの再来が懸念される、との声が出ている,10001000000
17121,0,日銀が発表した5月の企業物価指数（CGPI）速報によると、国内企業物価指数（2005年＝100.0）は前年比5.4％低下となり、5カ月連続のマイナスとなった,00001000000
17124,0,中国国家統計局が10日発表した5月の中国の消費者物価指数（CPI）は前年同月比1.4％の低下となり、4カ月連続で低下した,00001000000
17128,0,中国国家統計局が10日発表した5月の中国の消費者物価指数（CPI）は前年同月比1.4％の低下となり、4カ月連続で低下した,00001000000
17136,2,商品市場では、ドル下落や中国の需要拡大への期待を背景に、金属原油価格が値上がりしている,00001000000
